author,titles
http://kg_sdm.org/Person/Sommerfeldt_S_D_,"Modeling acoustic resonators using higher-order equivalent circuits
_____
Case study: Noise reduction of a vacuum-assisted toilet"
http://kg_sdm.org/Person/Calvin_J_J_,Review of surface water interactions with metal oxide nanoparticles
http://kg_sdm.org/Person/Navrotsky_A_,Review of surface water interactions with metal oxide nanoparticles
http://kg_sdm.org/Person/Woodfield_B_F_,Review of surface water interactions with metal oxide nanoparticles
http://kg_sdm.org/Person/Hammond_A_M_,Accelerating silicon photonic parameter extraction using artificial neural networks
http://kg_sdm.org/Person/Potokar_E_,Accelerating silicon photonic parameter extraction using artificial neural networks
http://kg_sdm.org/Person/Campbell_B_D_,Puzzling the pieces: Conceptual blocks of engineering student ideas in a service learning project
http://kg_sdm.org/Person/Cannon_M_J_,Modeling common cause failures in systems with triple modular redundancy and repair
http://kg_sdm.org/Person/Keller_A_,"Modeling common cause failures in systems with triple modular redundancy and repair
_____
Impact of soft errors on large-scale FPGA cloud computing"
http://kg_sdm.org/Person/Perez_Celis_A_,"Modeling common cause failures in systems with triple modular redundancy and repair
_____
Statistical method to extract radiation-induced multiple-cell upsets in SRAM-Based FPGAs"
http://kg_sdm.org/Person/Cao_J_,Kinetostatic and dynamic analyses of planar compliant mechanisms via a two-port dynamic stiffness model
http://kg_sdm.org/Person/Ling_M_,Kinetostatic and dynamic analyses of planar compliant mechanisms via a two-port dynamic stiffness model
http://kg_sdm.org/Person/Cattaneo_A_,Visio-acoustic data fusion for structural health monitoring applications
http://kg_sdm.org/Person/Duffy_Deno_C_A_,Visio-acoustic data fusion for structural health monitoring applications
http://kg_sdm.org/Person/Mascarenas_D_,Visio-acoustic data fusion for structural health monitoring applications
http://kg_sdm.org/Person/Samuelson_C_R_,Visio-acoustic data fusion for structural health monitoring applications
http://kg_sdm.org/Person/Tippmann_J_D_,Visio-acoustic data fusion for structural health monitoring applications
http://kg_sdm.org/Person/Whitworth_C_B_,Visio-acoustic data fusion for structural health monitoring applications
http://kg_sdm.org/Person/Cayeux_E_,"Creating open source models, test cases, and data for oilfield drilling challenges"
http://kg_sdm.org/Person/Hedengren_J_D_,"Creating open source models, test cases, and data for oilfield drilling challenges
_____
Disaster reconnaissance using multiple small unmanned aerial vehicles"""
http://kg_sdm.org/Person/Cheney_T_,Small aircraft flight encounters database for UAS sense and avoid
http://kg_sdm.org/Person/Kang_C_K_,Small aircraft flight encounters database for UAS sense and avoid
http://kg_sdm.org/Person/Roberts_A_K_,Small aircraft flight encounters database for UAS sense and avoid
http://kg_sdm.org/Person/Chiang_S__H_W_,Design of low-power ultra-high voltage gain differential cascode stages
http://kg_sdm.org/Person/Comer_D_J_,Design of low-power ultra-high voltage gain differential cascode stages
http://kg_sdm.org/Person/Clark_B_,Physical-Layer Security for Vehicle-to-Everything Networks: Increasing Security while Maintaining Reliable Communications
http://kg_sdm.org/Person/Flanary_D_,Physical-Layer Security for Vehicle-to-Everything Networks: Increasing Security while Maintaining Reliable Communications
http://kg_sdm.org/Person/Harrison_W_K_,"Physical-Layer Security for Vehicle-to-Everything Networks: Increasing Security while Maintaining Reliable Communications
_____
Physical-layer security for aeronautical telemetry
_____
Irregular quadrature amplitude modulation for adaptive physical-layer security
_____
Polar coding for physical-layer security without knowledge of the eavesdropper's channel"
http://kg_sdm.org/Person/Jensen_B_,Physical-Layer Security for Vehicle-to-Everything Networks: Increasing Security while Maintaining Reliable Communications
http://kg_sdm.org/Person/Nelson_N_,Physical-Layer Security for Vehicle-to-Everything Networks: Increasing Security while Maintaining Reliable Communications
http://kg_sdm.org/Person/Norman_K_,Physical-Layer Security for Vehicle-to-Everything Networks: Increasing Security while Maintaining Reliable Communications
http://kg_sdm.org/Person/Perrins_E_,Physical-Layer Security for Vehicle-to-Everything Networks: Increasing Security while Maintaining Reliable Communications
http://kg_sdm.org/Person/Clinton_R_,"Is that you, Alice? A usability study of the authentication ceremony of secure messaging applications"
http://kg_sdm.org/Person/Heidbrink_S_,"Is that you, Alice? A usability study of the authentication ceremony of secure messaging applications"
http://kg_sdm.org/Person/O_Neill_M_,"Is that you, Alice? A usability study of the authentication ceremony of secure messaging applications"
http://kg_sdm.org/Person/Vaziripour_E_,"Is that you, Alice? A usability study of the authentication ceremony of secure messaging applications"
http://kg_sdm.org/Person/Whitehead_J_,"Is that you, Alice? A usability study of the authentication ceremony of secure messaging applications"
http://kg_sdm.org/Person/Wu_J_,"Is that you, Alice? A usability study of the authentication ceremony of secure messaging applications"
http://kg_sdm.org/Person/Zappala_D_,"Is that you, Alice? A usability study of the authentication ceremony of secure messaging applications"
http://kg_sdm.org/Person/Coughlin_D_R_,Shaping and Forming of Advanced High Strength Steels
http://kg_sdm.org/Person/Hovanski_Y_,"Shaping and Forming of Advanced High Strength Steels
_____
High-Speed FSW Aluminum Alloy 7075 Microstructure and Corrosion Properties
_____
Local texture evolution and mechanical performance of ultra-high-speed friction stir weld of AA 6111-T4 sheets
_____
Preface
_____
Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys"
http://kg_sdm.org/Person/Craighead_H_G_,High surface-area carbon microcantilevers
http://kg_sdm.org/Person/Davis_R_C_,High surface-area carbon microcantilevers
http://kg_sdm.org/Person/Noyce_S_G_,High surface-area carbon microcantilevers
http://kg_sdm.org/Person/Vanfleet_R_,High surface-area carbon microcantilevers
http://kg_sdm.org/Person/Crampton_E_,"A Review of Thickness-Accommodation Techniques in Origami-Inspired Engineering
_____
Closure to ""discussion of 'a review of thickness-accommodation techniques in origami-inspired engineering'"" (Lang, R. J., Tolman, K. A., Crampton, E. B., Magleby, S. P., and Howell, L. L., 2018, ASME Appl. Mech. Rev., 70(1), p. 010805)
_____
Realizing origami mechanisms from metal sheets"
http://kg_sdm.org/Person/Lang_R_J_,"A Review of Thickness-Accommodation Techniques in Origami-Inspired Engineering
_____
Closure to ""discussion of 'a review of thickness-accommodation techniques in origami-inspired engineering'"" (Lang, R. J., Tolman, K. A., Crampton, E. B., Magleby, S. P., and Howell, L. L., 2018, ASME Appl. Mech. Rev., 70(1), p. 010805)
_____
Thick rigidly foldable origami mechanisms based on synchronized offset rolling contact elements"
http://kg_sdm.org/Person/Tolman_K_A_,"A Review of Thickness-Accommodation Techniques in Origami-Inspired Engineering
_____
Closure to ""discussion of 'a review of thickness-accommodation techniques in origami-inspired engineering'"" (Lang, R. J., Tolman, K. A., Crampton, E. B., Magleby, S. P., and Howell, L. L., 2018, ASME Appl. Mech. Rev., 70(1), p. 010805)
_____
Optimization of origami-based tubes for lightweight deployable structures"
http://kg_sdm.org/Person/Pham_H_,Cooperating in long-term relationships with time-varying structure
http://kg_sdm.org/Person/Crane_N_B_,"Binder jetting: A review of process, materials, and methods
_____
Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing
_____
Optimization of laser sintering for demineralized bone/polycaprolactone composite powder for bone tissue scaffold"
http://kg_sdm.org/Person/Ziaee_M_,"Binder jetting: A review of process, materials, and methods
_____
Optimization of laser sintering for demineralized bone/polycaprolactone composite powder for bone tissue scaffold"
http://kg_sdm.org/Person/Mahmood_A_,Optimization of laser sintering for demineralized bone/polycaprolactone composite powder for bone tissue scaffold
http://kg_sdm.org/Person/Crockett_J_,Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip
http://kg_sdm.org/Person/Maynes_D_,Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip
http://kg_sdm.org/Person/Searle_M_,Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip
http://kg_sdm.org/Person/Curtarolo_S_,The AFLOW Library of Crystallographic Prototypes: Part 2
http://kg_sdm.org/Person/Gossett_E_,The AFLOW Library of Crystallographic Prototypes: Part 2
http://kg_sdm.org/Person/Hanson_R_M_,The AFLOW Library of Crystallographic Prototypes: Part 2
http://kg_sdm.org/Person/Hart_G_,The AFLOW Library of Crystallographic Prototypes: Part 2
http://kg_sdm.org/Person/Hicks_D_,The AFLOW Library of Crystallographic Prototypes: Part 2
http://kg_sdm.org/Person/Levy_O_,The AFLOW Library of Crystallographic Prototypes: Part 2
http://kg_sdm.org/Person/Mehl_M_J_,The AFLOW Library of Crystallographic Prototypes: Part 2
http://kg_sdm.org/Person/Toher_C_,The AFLOW Library of Crystallographic Prototypes: Part 2
http://kg_sdm.org/Person/Derricott_J_,"Disaster reconnaissance using multiple small unmanned aerial vehicles"""
http://kg_sdm.org/Person/Franke_K_,"Disaster reconnaissance using multiple small unmanned aerial vehicles"""
http://kg_sdm.org/Person/Peterson_C_,"Disaster reconnaissance using multiple small unmanned aerial vehicles"""
http://kg_sdm.org/Person/Willis_J_,"Disaster reconnaissance using multiple small unmanned aerial vehicles"""
http://kg_sdm.org/Person/Dye_S_,Physical-layer security for aeronautical telemetry
http://kg_sdm.org/Person/Nelson_K_,Physical-layer security for aeronautical telemetry
http://kg_sdm.org/Person/Saito_M_,"Use of Hi-resolution data for evaluating accuracy of traffic volume counts collected by microwave sensors
_____
A methodology for analyzing intersection safety"
http://kg_sdm.org/Person/Schultz_G_G_,"Use of Hi-resolution data for evaluating accuracy of traffic volume counts collected by microwave sensors
_____
A methodology for analyzing intersection safety"
http://kg_sdm.org/Person/Ellingson_J_,Identifying mode shapes of turbo-machinery blades using principal component analysis and support vector machines
http://kg_sdm.org/Person/La_A_,Identifying mode shapes of turbo-machinery blades using principal component analysis and support vector machines
http://kg_sdm.org/Person/Erickson_H_C_,Insights into grain boundary energy structure-property relationships by examining computed [1 0 0] disorientation axis grain boundaries in Nickel
http://kg_sdm.org/Person/Eves_K_,A comparative analysis of computer-aided design team performance with collaboration software
http://kg_sdm.org/Person/Fagergren_F_,A comparative analysis of computer-aided design team performance with collaboration software
http://kg_sdm.org/Person/Olsen_J_,A comparative analysis of computer-aided design team performance with collaboration software
http://kg_sdm.org/Person/Farnsworth_C_B_,"A model workshop for helping new faculty engage students in the STEM Classroom
_____
Evaluation of curve fitting techniques for estimating time of surcharge release in embankment construction over soft soils"
http://kg_sdm.org/Person/Fonseca_F_S_,"Finite element model of dry-stack masonry shear walls
_____
Numerical analyses of mortar incorporating the variation in Poisson’s ratio with increasing axial load
_____
Numerical analyses of mortar incorporating the variation in poisson's ratio with increasing axial load
_____
The Sobrado Vallim Rehabilitation Project"
http://kg_sdm.org/Person/Parsekian_G_A_,The Sobrado Vallim Rehabilitation Project
http://kg_sdm.org/Person/Fourment_L_,Predicting recrystallized grain size in friction stir processed 304L stainless steel
http://kg_sdm.org/Person/Gunter_C_,"Predicting recrystallized grain size in friction stir processed 304L stainless steel
_____
Solid state crack repair by friction stir processing in 304L stainless steel"
http://kg_sdm.org/Person/Liu_F_C_,"Predicting recrystallized grain size in friction stir processed 304L stainless steel
_____
Solid state crack repair by friction stir processing in 304L stainless steel
_____
Grain structure evolution, grain boundary sliding and material flow resistance in friction welding of Alloy 718"
http://kg_sdm.org/Person/Mathis_T_,Predicting recrystallized grain size in friction stir processed 304L stainless steel
http://kg_sdm.org/Person/Nelson_T_W_,"Predicting recrystallized grain size in friction stir processed 304L stainless steel
_____
Solid state crack repair by friction stir processing in 304L stainless steel
_____
Grain structure evolution, grain boundary sliding and material flow resistance in friction welding of Alloy 718"
http://kg_sdm.org/Person/Francis_B_L_,Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models
http://kg_sdm.org/Person/Sarić_A_T_,"Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models
_____
Flexible hybrid state estimation for power systems with communication irregularities"
http://kg_sdm.org/Person/Stankovic_A_M_,Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models
http://kg_sdm.org/Person/Transtrum_M_K_,"Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models
_____
Flexible hybrid state estimation for power systems with communication irregularities"
http://kg_sdm.org/Person/Youn_C_C_,Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models
http://kg_sdm.org/Person/Ganjalizadeh_V_,"High fidelity MMI excitation patterns for optofluidic multiplexing
_____
Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement"
http://kg_sdm.org/Person/Hawkins_A_,"High fidelity MMI excitation patterns for optofluidic multiplexing
_____
Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement
_____
Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning
_____
Direct macro-to-micro interface method for microfluidics
_____
Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets
_____
Solid-state membranes formed on natural menisci"
http://kg_sdm.org/Person/Olsen_M_,High fidelity MMI excitation patterns for optofluidic multiplexing
http://kg_sdm.org/Person/Schmidt_H_,"High fidelity MMI excitation patterns for optofluidic multiplexing
_____
Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement
_____
Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning
_____
Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets
_____
Solid-state membranes formed on natural menisci"
http://kg_sdm.org/Person/Stott_M_A_,High fidelity MMI excitation patterns for optofluidic multiplexing
http://kg_sdm.org/Person/Hamilton_E_S_,"Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement
_____
Direct macro-to-micro interface method for microfluidics"
http://kg_sdm.org/Person/Wright_J_G_,Three-Dimensional Hydrodynamic Focusing Designs for Integrated Optofluidic Detection Enhancement
http://kg_sdm.org/Person/Gardner_J_W_,"Managing Production Yields and Rework through Feedback on Speed, Quality, and Quantity"
http://kg_sdm.org/Person/Gee_K_L_,"Acoustic shock formation in noise propagation during ground run-up operations of military aircraft
_____
Case study: Noise reduction of a vacuum-assisted toilet
_____
Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity
_____
Comparison of noise from high-performance military aircraft for ground run-up and flyover operations
_____
Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft
_____
Three-way spectral decompositions of high-performance military aircraft noise"
http://kg_sdm.org/Person/James_M_M_,"Acoustic shock formation in noise propagation during ground run-up operations of military aircraft
_____
Comparison of noise from high-performance military aircraft for ground run-up and flyover operations
_____
Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft
_____
Three-way spectral decompositions of high-performance military aircraft noise"
http://kg_sdm.org/Person/Neilsen_T_B_,"Acoustic shock formation in noise propagation during ground run-up operations of military aircraft
_____
Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity
_____
Comparison of noise from high-performance military aircraft for ground run-up and flyover operations
_____
Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft
_____
Three-way spectral decompositions of high-performance military aircraft noise"
http://kg_sdm.org/Person/Wall_A_T_,"Acoustic shock formation in noise propagation during ground run-up operations of military aircraft
_____
Comparison of noise from high-performance military aircraft for ground run-up and flyover operations
_____
Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft
_____
Three-way spectral decompositions of high-performance military aircraft noise"
http://kg_sdm.org/Person/Jones_Z_T_,Case study: Noise reduction of a vacuum-assisted toilet
http://kg_sdm.org/Person/Pielstick_B_D_,Case study: Noise reduction of a vacuum-assisted toilet
http://kg_sdm.org/Person/Rose_M_T_,Case study: Noise reduction of a vacuum-assisted toilet
http://kg_sdm.org/Person/Thomson_S_L_,Case study: Noise reduction of a vacuum-assisted toilet
http://kg_sdm.org/Person/Swift_S_H_,"Comparison of noise from high-performance military aircraft for ground run-up and flyover operations
_____
Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft
_____
Three-way spectral decompositions of high-performance military aircraft noise"
http://kg_sdm.org/Person/Gomes_M_A_C_,"Irregular quadrature amplitude modulation for adaptive physical-layer security
_____
Polar coding for physical-layer security without knowledge of the eavesdropper's channel"
http://kg_sdm.org/Person/Searle_H_,Irregular quadrature amplitude modulation for adaptive physical-layer security
http://kg_sdm.org/Person/Vilela_J_P_,"Irregular quadrature amplitude modulation for adaptive physical-layer security
_____
Polar coding for physical-layer security without knowledge of the eavesdropper's channel"
http://kg_sdm.org/Person/Pinto_T_,Polar coding for physical-layer security without knowledge of the eavesdropper's channel
http://kg_sdm.org/Person/Shaikh_M_T_,Design and Evaluation of Adverb Palette: A GUI for Selecting Tradeoffs in Multi-objective Optimization Problems
http://kg_sdm.org/Person/Mercer_E_,GEESE: Grammatical evolution algorithm for evolution of swarm behaviors
http://kg_sdm.org/Person/Neupane_A_,GEESE: Grammatical evolution algorithm for evolution of swarm behaviors
http://kg_sdm.org/Person/Soderquist_D_R_,Analysis of distortion phase shift in a highly loaded fan stage
http://kg_sdm.org/Person/Hamblin_M_,Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning
http://kg_sdm.org/Person/Hamilton_M_,"Exploring the moral differences, between industrial design, engineering and entrepreneurship students"
http://kg_sdm.org/Person/Howell_B_,"Exploring the moral differences, between industrial design, engineering and entrepreneurship students
_____
Exploring play interventions in design education
_____
Using local invasive species and flora to manufacture collagen based biodegradable plastic tableware"
http://kg_sdm.org/Person/Hanks_K_N_,Experimental Performance of Block-Out Connections at the Base of Steel Moment Frames
http://kg_sdm.org/Person/Richards_P_W_,"Experimental Performance of Block-Out Connections at the Base of Steel Moment Frames
_____
Column axial load effects on the performance of skewed SMF RBS connections"
http://kg_sdm.org/Person/Jain_A_,Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets
http://kg_sdm.org/Person/Meena_G_G_,Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets
http://kg_sdm.org/Person/Patterson_J_L_,Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets
http://kg_sdm.org/Person/Stambaugh_A_,Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets
http://kg_sdm.org/Person/Lay_K_,Solid-state membranes formed on natural menisci
http://kg_sdm.org/Person/Sampad_M_J_N_,Solid-state membranes formed on natural menisci
http://kg_sdm.org/Person/Walker_Z_,Solid-state membranes formed on natural menisci
http://kg_sdm.org/Person/Wells_T_,Solid-state membranes formed on natural menisci
http://kg_sdm.org/Person/Hazen_G_,Exploring play interventions in design education
http://kg_sdm.org/Person/Morgan_D_,Exploring play interventions in design education
http://kg_sdm.org/Person/Hotchkiss_R_H_,Reservoir sustainability and sediment management
http://kg_sdm.org/Person/Upadhyay_P_,"High-Speed FSW Aluminum Alloy 7075 Microstructure and Corrosion Properties
_____
Local texture evolution and mechanical performance of ultra-high-speed friction stir weld of AA 6111-T4 sheets
_____
Preface"
http://kg_sdm.org/Person/Mishra_R_S_,Preface
http://kg_sdm.org/Person/Larsen_B_,Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys
http://kg_sdm.org/Person/Nelson_T_G_,Thick rigidly foldable origami mechanisms based on synchronized offset rolling contact elements
http://kg_sdm.org/Person/Hughes_T_J_R_,"Hierarchically refined and coarsened splines for moving interface problems, with particular application to phase-field models of prostate tumor growth
_____
Isogeometric boundary element methods and patch tests for linear elastic problems: Formulation, numerical integration, and applications"
http://kg_sdm.org/Person/Rodin_G_J_,"Isogeometric boundary element methods and patch tests for linear elastic problems: Formulation, numerical integration, and applications"
http://kg_sdm.org/Person/Taus_M_,"Isogeometric boundary element methods and patch tests for linear elastic problems: Formulation, numerical integration, and applications"
http://kg_sdm.org/Person/Jafek_A_,A Systems Engineering Approach to Harnessing Human Energy in Public Places: A Feasibility Study
http://kg_sdm.org/Person/Jain_P_,Encirclement of moving targets using relative range and bearing measurements
http://kg_sdm.org/Person/Peterson_C_K_,"Encirclement of moving targets using relative range and bearing measurements
_____
Bias estimation for angle-only sensors in distributed multi-target tracking systems"
http://kg_sdm.org/Person/Khajah_T_,Highly accurate acoustic scattering: Isogeometric Analysis coupled with local high order Farfield Expansion ABC
http://kg_sdm.org/Person/Villamizar_V_,Highly accurate acoustic scattering: Isogeometric Analysis coupled with local high order Farfield Expansion ABC
http://kg_sdm.org/Person/Kim_M_D_,Investigating influences on first-year engineering students' views of ethics and social responsibility
http://kg_sdm.org/Person/Zephirin_T_,Investigating influences on first-year engineering students' views of ethics and social responsibility
http://kg_sdm.org/Person/King_R_,Noise reduction techniques in fiber optic sensors
http://kg_sdm.org/Person/Schultz_S_,"Noise reduction techniques in fiber optic sensors
_____
High-Speed Interrogation of Multiplexed Fiber Bragg Gratings with Spectral Distortion"
http://kg_sdm.org/Person/Seng_F_,Noise reduction techniques in fiber optic sensors
http://kg_sdm.org/Person/Stan_N_,"Noise reduction techniques in fiber optic sensors
_____
High-Speed Interrogation of Multiplexed Fiber Bragg Gratings with Spectral Distortion"
http://kg_sdm.org/Person/Lawson_J_,Phase II monitoring of variability using Cusum and EWMA charts with individual observations
http://kg_sdm.org/Person/Laycock_R_G_,Formation of deposits from heavy fuel oil ash in an Accelerated Deposition Facility at temperatures up to 1206°C
http://kg_sdm.org/Person/Long_D_G_,The winds and currents mission concept
http://kg_sdm.org/Person/Lyng_G_,Multidimensional Stability of Large-Amplitude Navier–Stokes Shocks
http://kg_sdm.org/Person/Maccarty_N_A_,Toward a Universal Social Impact Metric for Engineered Products That Alleviate Poverty
http://kg_sdm.org/Person/Renouard_J_,Village Drill: A Case Study in Engineering for Global Development with Five Years of Data Post Market-Introduction
http://kg_sdm.org/Person/Wood_A_E_,Village Drill: A Case Study in Engineering for Global Development with Five Years of Data Post Market-Introduction
http://kg_sdm.org/Person/Nelsen_B_W_,Rapid Operational Access and Maneuver Support platform for military logistics and operation planning in water environments
http://kg_sdm.org/Person/Pevey_K_C_,Rapid Operational Access and Maneuver Support platform for military logistics and operation planning in water environments
http://kg_sdm.org/Person/Ning_A_,Gradient-based optimization of wind farms with different turbine heights
http://kg_sdm.org/Person/Peters_K_,High-Speed Interrogation of Multiplexed Fiber Bragg Gratings with Spectral Distortion
http://kg_sdm.org/Person/Van_Steenberge_G_,High-Speed Interrogation of Multiplexed Fiber Bragg Gratings with Spectral Distortion
http://kg_sdm.org/Person/Ridge_S_T_,"Relationships between footwear, foot structure, and foot muscle strength"
http://kg_sdm.org/Person/Rollins_K_M_,"Analysis of post-liquefaction axial capacities of driven pile and drilled shaft foundations
_____
Blast-Induced Liquefaction Results at the Silty-Sand Site of Mirabello, Emilia Romagna Region, Italy
_____
Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls"
http://kg_sdm.org/Person/Ruoti_S_,Johnny's Journey Toward Usable Secure Email
http://kg_sdm.org/Person/Stanković_A_M_,Flexible hybrid state estimation for power systems with communication irregularities
http://kg_sdm.org/Person/Švenda_V_G_,Flexible hybrid state estimation for power systems with communication irregularities
http://kg_sdm.org/Person/Song_Y_,Direct Measurement of High-Gain and Complementary Charge-Steering Amplifiers
http://kg_sdm.org/Person/Sorensen_C_D_,Controlling martensite and pearlite formation with cooling rate and temperature control in rotary friction welding
http://kg_sdm.org/Person/Taysom_B_S_,Controlling martensite and pearlite formation with cooling rate and temperature control in rotary friction welding
http://kg_sdm.org/Person/Stephens_K_K_,When official systems overload: A framework for finding social media calls for help during evacuations
http://kg_sdm.org/Person/Ventura_D_,Semantic style creation
http://kg_sdm.org/Person/Wang_C__M_,Improved Antenna Efficiency Measurement Uncertainty in a Reverberation Chamber at Millimeter-Wave Frequencies
http://kg_sdm.org/Person/Welling_A_G_,The Future of R&D Leadership: Wider changes in the culture and the market will drive changes in the practice of R&D leadership.
http://kg_sdm.org/Person/Zoltowski_C_B_,Investigating engineering students' understandings of social and ethical responsibility: Coding framework and initial findings
